,accreditationFlag,accreditationPeriod,availabilityFlag,catersForDiverseNeedsFlag,certification,contactDetails_address_addressLine1,contactDetails_address_country,contactDetails_address_geoLocationDetails_latitude,contactDetails_address_geoLocationDetails_longitude,contactDetails_address_postcode,contactDetails_address_state,contactDetails_address_suburb,contactDetails_contactName,contactDetails_emailAddress,contactDetails_enquiryHours,contactDetails_faxNumber,contactDetails_phoneNumber,contactDetails_websiteURL,cultureSpiritualFoodRequirement,description,endDate,facilityAddress_addressLine1,facilityAddress_addressLine2,facilityAddress_country,facilityAddress_postcode,facilityAddress_state,facilityAddress_suburb,facilityName,fundedFlag,iD,languages_language,locallyKnownAsName,mPIR,mPIRPeriod,nNCFlag,outletID,outletName,previouslyKnownAsName,qIEnrolmentFlag,rADApprovalDate,rADThresholdDate,rADThresholdEffDate,rADThresholdValue,sanctionFlag,serviceType,startDate,waitlistFlag,websiteURL
373,true,3 Years,true,true,true,333 BORELLA Road ,Australia,-36.076423,146.931133,2640,NSW,EAST ALBURY,Pat Healey,borella@livingcare.org.au,,+610260210231,+610260570700,www.livingcare.org.au/bhr,"Menus are adapted for individual food requirements including those of a cultural, spiritual and ethical nature.","Conveniently located and offering sweeping district views Borella House can accommodate 64 residents in single rooms with ensuite bathrooms. All rooms are air conditioned and offer each resident access to either a private balcony or garden terrace.<br/>With a reputation for excellent care and fabulous food the recently refurbished Borella House is a small and friendly rural service that is an integral part of the local area. Borella has a wonderfully relaxed and welcoming atmosphere that helps to create a great sense of community and belonging for residents, families and staff.<br/>",,,333 BORELLA Road,,2640,NSW,ALBURY,Borella House,true,1-EP-6627,,Not Supplied,6.28,2015-07-01,false,1-E6-165,Borella House,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,true,http://www.livingcare.org.au/bhr
374,true,3 Years,true,true,true,5-6 KATHLEEN Street ,Australia,-33.4972959,151.3221768,2256,NSW,WOY WOY,Julie Kalman,jkalman@cccca.org.au,,+610243431412,+610243448461,,,"Located in the heart of Woy Woy, on the grounds of Woy Woy Hospital, accessed via Kathleen Street, Boronia Court Aged Care Facility provides comfortable accommodation for 43 residents. The building complex is on one level and is accessible by covered walkways.<br/><br/>All residents enjoy the comfort of their own room with an ensuite and external access to a courtyard or garden area. The company supplies basic furniture/fittings; a bed and mattress, linen, curtains, floor coverings, lighting, light fittings, individually controlled air conditioning, wardrobe and a telephone outlet (to be connected by the residents should they wish). Residents at Boronia Court also enjoy a kitchenette in their rooms including a bar fridge. Our residents are encouraged to make their room as homely for them as possible by bringing in furniture (appropriate for the size of the room) and precious items such as family photos and ornaments. Two of our units are reserved for short-term respite accommodatio",2015-12-02,,5-6 Kathleen Street,,2256,NSW,WOY WOY,Boronia Court Aged Care Facility,true,1-EP-7298,,Boronia Court Aged Care Facility,6.28,2015-07-01,false,1-E6-171,Boronia Court Aged Care Facility,Boronia Court,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,false,www.cccca.org.au
375,true,3 Years,true,true,true,88-90 BOTANY Street ,Australia,-33.9645477,151.1143929,2218,NSW,CARLTON,Lorraine Engsmyr,botgard@tpg.com.au,,+610295582557,+610295882557,,,42 bed facility providing holistic aged care in 21* 2bed wards.,,,88-90 BOTANY Street,,2218,NSW,CARLTON,Botany Gardens Nursing Home,true,1-EP-4050,,,6.28,2015-07-01,false,1-E6-512,Botany Gardens Nursing Home,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,false,
376,true,3 Years,true,true,true,1-7 FRITH Avenue ,Australia,-33.7207774,151.103908,2076,NSW,NORMANHURST,Service Manager,infonorth@uniting.org,,,+610294871799,https://www.uniting.org,,"Bowden Brae Gardens offers 50 modern single units and eight twin-share units, all with ensuite. It also offers 40 units for dementia specific care. 24-hour care is provided by qualified staff, monitored by registered nursing staff with medical practitioners and allied health professionals.  The privacy and dignity of residents is respected at all times.",,,1-7 FRITH Avenue,,2076,NSW,NORMANHURST,Uniting Bowden Brae Normanhurst,true,1-EP-5358,,Bowden Brae Gardens,6.28,2015-07-01,false,1-E6-560,Uniting Bowden Brae Normanhurst,Bowden Brae Nursing Home,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1979-06-06,false,http://ww.unitingcareageing.org.au
377,true,3 Years,true,true,true,35 Doolan Street ,Australia,-26.6280892,152.9529706,4560,QLD,NAMBOUR,Pamela Fox,manager.nambour@sundale.org.au,,+610754414233,+610754410730,www.sundale.org.au,,"Bowder Lodge is a 32 bed low care facility providing ageing-in-place, meaning that in most cases there would be no need to move to a nursing home. It is located on the Sundale Doolan Street Campus, amongst beautiful garden surroundings. The lodge has been designed with particular emphasis on the Queensland lifestyle with individual patios, reflecting our Sunshine Coast lifestyle. Rooms are single ensuited with two rooms providing accommodation for couples.<br/>",2015-12-02,,35 Doolan Street,,4560,QLD,NAMBOUR,Bowder Lodge,true,1-EP-1507,,Not Supplied,6.28,2015-07-01,false,1-E6-1292,Sundale Bowder Care Centre,Sundale Garden Village - Bowder Lodge,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,true,http://www.sundale.org.au
378,true,3 Years,true,true,true,87-89 KANGALOON Road ,Australia,-34.4921121,150.4215084,2576,NSW,BOWRAL,Collette Beaufils,bowralhouse@thc.net.au,,+610248628950,+610248628900,http://www.thompsonhealthcare.com.au,,"This luxurious nursing home combines the charm and distinction of a bygone area with up-to-date technology and modern conveniences. Situated on Bowral Golf Course, residents can enjoy picturesque views of the fairway from both the ground and first floor balconies and living areas whilst being close to all the amenities of Bowral shopping village.Quality furnishing and fittings provide the residents of Bowral House with a comfortable and distinguished home. Large individual rooms, all with ensuite bathrooms, air conditioning and flat screen televisions provide residents with their own private retreat. In addition, the in-house coffee shop, many lounge and dining room areas and outdoor balconies and courtyards provide residents with areas to entertain their family and friends, simply relax, or participate in one of the many activities. Computers complete with internet access are also available for residents to utilise.Bowral House offers different levels and types",,,87-89 KANGALOON Road,,2576,NSW,BOWRAL,Bowral House Nursing Home,true,1-EP-90,,Bowral House,6.28,2015-07-01,false,1-E6-570,Bowral House Nursing Home,Bowral House,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1978-06-01,true,http://ww.thompsonhealthcare.com.au
379,true,3 Years,true,true,true,184-186 VICTORIA Street ,Australia,-37.767964,144.969508,3056,VIC,BRUNSWICK,Maricar Carew,,,+610393811902,+610393811900,,,,,,184-186 VICTORIA Street,,3056,VIC,BRUNSWICK,Boyne Russell House,true,1-EP-5923,,,6.28,2015-07-01,false,1-E6-1150,Boyne Russell House,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1993-11-01,false,
380,true,3 Years,true,true,true,315 Macquarie Street ,Australia,-32.2612199,148.6003671,2830,NSW,DUBBO,Megan Whitney,info@dubbo.upa.org.au,,+610268842764,+610268844604,www.upa.org.au,,"Located at 315 Macquarie Street, Dubbo, Bracken House is a 52 bed low care facility, including 12 beds located in a fully secured dementia specific care unit. All resident rooms are spacious and maintain privacy including having their own ensuite. Meals are served in our dining room and there are daily activities, entertainment and/or outings on offer. A stroll through the grounds of Bracken House is nothing short of delightful. Quality care is provided to all residents to cater for their care needs.<br/>The Dementia Specific Care unit is fully secured including a lovely outdoor area with a walking area, BBQ, fish pond and birds in aviaries. A recreational activities officer provides activities or entertainment daily.<br/>Our Chapel located within the building of Bracken House allows our residents to attend weekly services, to fulfil their spiritual needs in their own time and a quiet place to reflect. Funerals and remembrance services are also conducted from the Chapel.<br/>We h",,,315 Macquarie Street,,2830,NSW,DUBBO,Bracken House Dubbo,true,1-EP-8,,Bracken House,6.28,2015-07-01,false,1-E6-159,Bracken House  (UPA) Dubbo,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-02-08,false,http://www.upa.org.au/Locations/Dubbo/BrackenHouse.aspx
381,true,3 Years,true,true,true,10 WINDSOR Road ,Australia,-32.03911,115.77111,6158,WA,EAST FREMANTLE,Eswari Suppiah,esuppiah@braemar.org.au,,+610893399446,+610893399449,http://www.braemar.org.au,,"Braemar House comprises of 58 spacious rooms. All rooms include air-conditioning, built-in wardrobes, television and telephone points. Residents and their families enjoy pleasant lounges, dining rooms, courtyards and landscaped garden areas.<br/><br/>",2015-12-02,,10 WINDSOR Road,,6158,WA,EAST FREMANTLE,Braemar House,true,1-EJIZOE,,Not Supplied,6.28,2015-07-01,false,1-E6-1870,Braemar House,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,true,http://www.braemar.org.au
382,true,3 Years,true,false,true,51 POINT WALTER Road ,Australia,-32.0291251,115.7834973,6157,WA,BICTON,Dianne Marsh,,,,+610893190701,,,"Braemar Lodge is comprised of 55 single en-suite rooms with inbuilt wardrobes and dressing tables. All rooms are fitted with reverse-cycle air-conditioning. The lower level rooms have either garden or courtyard access.<br/><br/>The Lodge is surrounded by beautiful gardens with a communal dining room and lounge, with smaller lounges around the building.<br/>",2015-12-02,,51 POINT WALTER Road,,6157,WA,BICTON,Braemar Lodge,true,1-EP-1991,,Not Supplied,6.28,2015-07-01,false,1-E6-1776,Braemar Lodge,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,true,http://www.braemar.org.au
383,true,3 Years,true,true,true,24-32 Charsley Street ,Australia,-32.051186,115.814931,6156,WA,WILLAGEE,Sharon McNeill,,,,+610893388801,,,,2015-12-02,,24-32 Charsley Street,,6156,WA,WILLAGEE,Braemar Village,true,1-EP-918,,Not Supplied,6.28,2015-07-01,false,1-E6-1752,Braemar Village,,false,,2015-06-27,2015-01-01,550000,true,Residential Permanent,1989-01-11,false,http://www.braemarhomes.com.au
384,true,3 Years,true,true,true,299 Latrobe Terrace ,Australia,,,3220,VIC,GEELONG,Fiona Thomas,fionat@glenvoir.com.au,,+610352214566,+610352215733,,,,,,299 LATROBE Terrace,,3220,VIC,GEELONG,Brentwood Nursing Home,true,1-EP-931,,Not Supplied,6.28,2015-07-01,false,1-E6-1037,BRENTWOOD AGED CARE,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2008-07-14,true,
385,true,3 Years,true,true,true,28 Glebe Street ,Australia,,,2150,NSW,PARRAMATTA,Amy Yau,referrals.brentwood@allity.com.au,,+610296879982,+610296351114,http://www.allity.com.au/locations/brentwood-aged-care,,"Brentwood Aged Care is part of the Allity Aged Care group and is located in the heart of Parramatta. Our home offers all levels of permanent and respite care with a Dementia Specific Unit. <br/><br/>Brentwood reflects a friendly, family atmosphere with dedicated and caring staff, some of whom have worked at the site for over 20 years.<br/><br/>In choosing Brentwood as your new home, you become a member of our Allity family. This means much more than a place to live. It is an active<br/>community that understands the importance of companionship, values and encourages independence while ensuring support is on hand at all times.",,,28 GLEBE Street,,2150,NSW,PARRAMATTA,Brentwood Residential Aged Care Facility,true,1-B5-31,,Not Supplied,6.28,2015-07-01,false,1-AU-284,Brentwood Aged Care,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,false,http://www.allity.com.au/locations/brentwood-aged-care
386,true,3 Years,true,false,true,Unit 1/1 HILLIARD Drive ,Australia,-33.729121,151.023142,2154,NSW,CASTLE HILL,Customer Contact Centre CCC,info@arv.org.au,,,+611300111278,arv.org.au,,"•    Opened in February 2009 and home to 238 residents.<br/>•    The building has been designed to provide person-centred care in a home-like environment.<br/>•    Accommodation is grouped into fourteen wings each housing seventeen people. <br/>•    2 secure dementia specific wings located on the ground floor, with access to secure outdoor areas.<br/>•    4 four wings on the first, second and third floors. <br/>•    Ongoing care is managed by providing specific care on each floor.<br/>•    First floor dementia specific rooms for residents not requiring secure accommodation. <br/>•    The building also features a chapel for quiet reflection with church services held on site for residents who would like to participate.<br/>•    Palliative care and respite care is also available.<br/>•    Nursing staff are available 24 hours a day.<br/>•    A dedicated lifestyle team facilitates daily and regular activities for residents with clubs, groups and outings.<br/>•    Palliative care and respite care is available.<br/>",,,1 Hilliard Drive,,2154,NSW,CASTLE HILL,Brian King Gardens,true,1-EP-3211,,Not Supplied,6.28,2015-07-01,false,1-E6-45,Brian King Gardens,Kilvinton Village,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1989-01-11,false,http://www.arv.org.au
387,true,3 Years,true,true,true,580 BRIGHTON Road ,Australia,-35.0281572,138.5245478,5048,SA,SOUTH BRIGHTON,Brighton Aged Care,brighton@acsagroup.com.au,,+610882967810,+610882968950,www.acsagroup.com.au/brighton.htm,,"Be welcomed with open arms at Brighton Aged Care, located in the coastal suburbs of Adelaide. Our friendly staff will make you feel at home right away in our family orientated residence.<br/><br/>We offer 76 places managed by qualified, registered nurses and well-trained care staff. Residents can enjoy a selection of single rooms with ensuite and twin share accommodation. This arrangement provides companionship and is perfect for couples that would like to live together while receiving the benefits of 24 hour care.<br/>",,,580 BRIGHTON Road,,5048,SA,SOUTH BRIGHTON,Brighton Aged Care,true,1-EP-3230,,Not Supplied,6.28,2015-07-01,false,1-E6-1651,Brighton Aged Care,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1983-01-01,true,http://www.acsagroup.com.au/brighton.htm
388,true,3 Years,true,true,true,155 ODIN Road ,Australia,-31.8871953,115.7998545,6018,WA,INNALOO,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the northern suburbs of Perth, Brightwater Birralee brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater Birralee a series of houses, all containing private rooms, and open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make Birralee feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,155 ODIN Road,,6018,WA,INNALOO,Brightwater Birralee,true,1-EP-5242,,Not Supplied,6.28,2015-07-01,false,1-E6-1844,Brightwater - Birralee Care Facility,Brightwater - Birralee Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1998-11-23,true,http://www.brightwatergroup.com
389,true,3 Years,true,true,true,31 MILDENHALL Street ,Australia,-32.0736187,115.9640421,6110,WA,HUNTINGDALE,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the southern suburbs of Perth, Brightwater Huntingdale brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater Huntingdale a series of houses, all containing private rooms, and open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make Huntingdale feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,31 MILDENHALL Street,,6110,WA,HUNTINGDALE,Brightwater Huntingdale,true,1-EP-6248,,Not Supplied,6.28,2015-07-01,false,1-E6-1820,Brightwater - Huntingdale Care Facility,Brightwater - Huntingdale Care Facility,true,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1992-06-15,true,http://www.brightwatergroup.com
390,true,3 Years,true,true,true,6 JOLSTRA Crescent ,Australia,-31.7241454,115.7599745,6027,WA,JOONDALUP,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the northern suburbs of Perth, Brightwater Joondalup brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater Joondalup a series houses, all containing private rooms, and open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make Joondalup feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,6 JOLSTRA Crescent,,6027,WA,JOONDALUP,Brightwater Joondalup,true,1-EP-1181,,Not Supplied,6.28,2015-07-01,false,1-E6-1814,Brightwater - Joondalup Care Facility,Brightwater - Joondalup Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1992-01-20,true,http://www.brightwatergroup.com
391,true,3 Years,true,true,true,95 IMPERIAL Circuit ,Australia,-31.8116706,115.8342704,6065,WA,MADELEY,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the northern suburbs of Perth, Brightwater Madeley brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater Madeley a series of 6 houses, all containing private rooms, are joined together by open, homely, living spaces and surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make Madeley feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,95 IMPERIAL Circuit,,6065,WA,MADELEY,Brightwater Madeley,true,1-EP-4222,,Not Supplied,6.28,2015-07-01,false,1-E6-2152,Brightwater - Madeley Care Facility,Brightwater - Madeley Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2004-06-15,true,http://www.brightwatergroup.com
392,true,3 Years,true,true,true,39 HAMERSLEY Road ,Australia,-31.9530375,115.8290718,6008,WA,SUBIACO,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the northern suburbs of Perth, Brightwater Onslow Gardens brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater Onslow Gardens a series houses, containing private and shared rooms, and open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved  from and we go to great efforts to make Onslow Gardens feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",2015-12-02,,39 HAMERSLEY Road,,6008,WA,SUBIACO,Brightwater Onslow Gardens,true,1-EP-4225,,Not Supplied,6.28,2015-07-01,false,1-E6-1862,Brightwater - Onslow Gardens Care Facility,Brightwater - Onslow Gardens Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1995-07-01,true,http://www.brightwatergroup.com
393,true,3 Years,true,true,true,30 REGENTS PARK Road ,Australia,-31.73626,115.77171,6027,WA,JOONDALUP,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the northern suburbs of Perth, Brightwater Oxford Gardens brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater Oxford Gardens a series of houses, all containing private rooms, and open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make Oxford Gardens feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",2015-12-02,,30 REGENTS PARK Road,,6027,WA,JOONDALUP,Brightwater Oxford Gardens,true,1-EP-1391,,Not Supplied,6.28,2015-07-01,false,1-E6-1850,Brightwater - Oxford Gardens Care Facility,Brightwater - Oxford Gardens Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1999-12-06,true,http://www.brightwatergroup.com
394,true,3 Years,true,true,true,23 JOHNSON Street ,Australia,-31.9416539,115.9429848,6104,WA,REDCLIFFE,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the southern suburbs of Perth, Brightwater Redcliffe brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater Redcliffe a series of houses, all containing private rooms, and joined together by open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make Redcliffe feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,23 JOHNSON Street,,6104,WA,REDCLIFFE,Brightwater Redcliffe,true,1-EP-1177,,Not Supplied,6.28,2015-07-01,false,1-E6-1825,Brightwater - Redcliffe Care Facility,Brightwater - Redcliffe Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1995-02-13,true,http://www.brightwatergroup.com
395,true,3 Years,true,true,true,62 BLOODWOOD Circle ,Australia,-32.0995207,115.8473235,6164,WA,SOUTH LAKE,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the southern suburbs of Perth, Brightwater South Lake brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater South Lake a series of houses, all containing private rooms, and joined together by open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make South Lake feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,62 BLOODWOOD Circle,,6164,WA,SOUTH LAKE,Brightwater South Lake,true,1-EP-1402,,Not Supplied,6.28,2015-07-01,false,1-E6-1819,Brightwater - South Lake Care Facility,Brightwater - South Lake Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1994-01-24,true,http://www.brightwatergroup.com
396,true,3 Years,true,true,true,35 HUDSON Drive ,Australia,-32.5552521,115.739205,6210,WA,DUDLEY PARK,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located near Mandurah, Brightwater The Cove brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater The Cove a series of houses, all containing private rooms, and open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make The Cove feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,35 HUDSON Drive,,6210,WA,DUDLEY PARK,Brightwater The Cove,true,1-EP-3280,,Not Supplied,6.28,2015-07-01,false,1-E6-2285,Brightwater - The Cove Care Facility,Brightwater The Cove Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2002-01-20,true,http://www.brightwatergroup.com
397,true,3 Years,true,true,true,2-10 OAKWOOD Crescent ,Australia,-32.32062,115.7562,6169,WA,WAIKIKI,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the southern suburb of Waikiki, Brightwater The Oaks brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater The Oaks a series of houses, containing private and shared rooms, and joined together by open, homely, living spaces are surrounded by beautiful gardens with inviting outdoor sitting areas. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make The Oaks feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,2-10 OAKWOOD Crescent,,6169,WA,WAIKIKI,Brightwater The Oaks,true,1-EP-5244,,Not Supplied,6.28,2015-07-01,false,1-E6-1851,Brightwater - The Oaks Care Facility,Brightwater - The Oaks Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2000-07-17,true,http://www.brightwatergroup.com
398,true,3 Years,true,true,true,150 DUNDAS Road ,Australia,-31.9126282,115.8775075,6052,WA,INGLEWOOD,Admissions Brightwater,admissions@brightwatergroup.com,,,+611800005009,http://www.brightwatergroup.com,,"Conveniently located in the northern suburbs of Perth, Brightwater The Village brings together all the comforts of home with high quality care and a variety of opportunities for social interaction with other residents and loved ones.<br/><br/>At Brightwater The Village a series of houses, containing private and shared rooms, are joined together by corridors and open, homely, living spaces. In the centre of the group of houses are beautiful, secure, gardens. The facility has been designed in a manner reflective of the homes our residents may have moved from and we go to great efforts to make The Village feel like home and not like an institution.<br/><br/>We take great pride in our homes and we hope that they are a place residents also feel proud of, where they can enjoy life’s possibilities with other residents and their loved ones.<br/>",,,150 DUNDAS Road,,6052,WA,INGLEWOOD,Brightwater The Village,true,1-EP-6249,,Not Supplied,6.28,2015-07-01,false,1-E6-1864,Brightwater - The Village Care Facility,Brightwater - The Village Care Facility,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1973-01-01,true,http://www.brightwatergroup.com
399,true,3 Years,true,true,true,7 COOGEE BAY Road ,Australia,-33.9191329,151.2437656,2031,NSW,RANDWICK,Customer Relations Team,salesadmissions@chcs.com.au,,+611800006403,+611800551834,http://www.catholichealthcare.com.au,,"Brigidine House is a beautiful, heritage listed residential aged care service which enjoys spectacular seaside views from the top of Coogee Bay Road at Randwick. <br/><br/>Built on three levels it features generous balconies and courtyards that provide lovely views of both the ocean and the city of Sydney. <br/><br/>Each bedroom is unique and all have their own ensuite bathroom.  High ceilings create a sense of spaciousness, while community rooms, chapel, parlour and sitting rooms provide more intimate spaces for residents to enjoy.<br/><br/>Brigidine House is close to shops, cinemas, hospitals and public transport.<br/><br/>Brigidine House was once home the the Brigidine Sisters and this service carries forward their important work in caring for the community.",2015-12-02,,7 COOGEE BAY Road,,2031,NSW,RANDWICK,Brigidine House,true,1-EP-5778,,Brigidine House,6.28,2015-07-01,false,1-E6-2240,Catholic Healthcare Brigidine House,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,2005-02-07,true,www.catholichealthcare.com.au
400,true,3 Years,true,true,true,21 RAILWAY Parade ,Australia,-37.8920322,145.0705093,3163,VIC,MURRUMBEENA,John Mallios,john@brimleaagedcare.com.au,,+610385641070,+610385641060,,,,,,21 RAILWAY Parade,,3163,VIC,MURRUMBEENA,Brimlea Aged Care,true,1-EP-302,,,6.28,2015-07-01,false,1-E6-1165,Brimlea Aged Care,Brimlea Private Nursing Home,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1996-07-01,true,
401,true,3 Years,true,true,true,69 LIDDIARD Road ,Australia,-38.2050437,146.5503901,3844,VIC,TRARALGON,Maxine Singleton,reception.brookfield@gmail.com,,+610351760783,+610351760759,,,,,,69 LIDDIARD Road,,3844,VIC,TRARALGON,Brookfield Park Private Nursing Home,true,1-854FCY,,,6.28,2015-07-01,false,1-E6-1034,Brookfield Park Private Nursing Home,,false,,2015-06-27,2015-01-01,550000,false,Residential Permanent,1978-05-15,true,
